candidate_score,project_name,symbol,base_asset,identity_symbol,market_cap_usd,is_small_project,is_meme,event_count,max_volume_ratio,peak_event_date,peak_abs_return_pct,peak_intraday_range_pct,bar_count,first_bar_date,last_bar_date,chain_id,contract_address,last_close,normalized_token_price,web3_price_usd,identity_price_ratio,web3_tags
197.05962116864907,Allora,ALLOUSDT,ALLO,ALLO,3442204.1336530726,True,False,24,471.4187561622052,2026-05-29,57.62219613174317,127.5453004823361,267,2025-11-11,2026-08-04,56,0xcce5f304fd043d6a4e8ccb5376a4a4fb583b98d5,0.25187,0.25187,0.2592112448956691,1.0291469603194867,Community Recognized
195.4889168870716,Act I : The AI Prophecy,ACTUSDT,ACT,ACT,8518482.634410882,True,True,19,216.1743884079753,2026-06-28,40.3061224489796,100.25542784163473,399,2025-07-02,2026-08-04,CT_501,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,0.008757,0.008757,0.008983473420366537,1.0258619870236996,Pumpfun|Community Recognized
194.67084785651627,pumpBTC Governance Token,PUMPBTCUSDT,PUMPBTC,PUMPBTC,5356831.793455685,True,False,36,216.66536572028733,2025-09-22,40.74056758146711,911.0000000000001,399,2025-07-02,2026-08-04,56,0xb7c0007ab75350c582d5eab1862b872b5cf53f0c,0.00989,0.00989,0.01030701264211348,1.042165080092364,Alpha|DEX Paid
194.58138119613588,Tradoor,TRADOORUSDT,TRADOOR,TRADOOR,33086031.86178686,True,False,38,134.73007558675403,2025-12-01,65.68627450980394,359.60082587749486,320,2025-09-19,2026-08-04,56,0x9123400446a56176eb1b6be9ee5cf703e409f492,0.5406,0.5406,0.5514338643764245,1.0200404446474742,Alpha
194.0346121183292,CROSS Protocol,CROSSUSDT,CROSS,CROSS,98050871.09597391,True,False,18,161.23585270119898,2025-11-15,103.28400954653935,114.32835820895524,391,2025-07-10,2026-08-04,56,0x6bf62ca91e397b5a7d1d6bce97d9092065d7a510,0.0967,0.0967,0.09952151443889251,1.0291780190164685,Alpha|DEX Paid
193.51979681476627,Biconomy Token,BICOUSDT,BICO,BICO,22282933.784289807,True,False,21,443.7015031403908,2026-06-20,77.85653529912105,113.48314606741572,399,2025-07-02,2026-08-04,1,0xf17e65822b568b3903685a7c9f496cf7656cc6c2,0.02111,0.02111,0.02228298115273941,1.0555651896134255,Token Volume Surging
193.48634669883867,Taiko,TAIKOUSDT,TAIKO,TAIKO,69739329.62442136,True,False,18,963.7988468337348,2026-07-02,71.66879523201362,330.60344827586204,399,2025-07-02,2026-08-04,1,0x10dea67478c5f8c5e2d90e5e9b26dbe60c54d800,0.06918,0.06918,0.0697393296244283,1.0080851347850288,Token Volume Plunging
193.22502717278795,Alaya Governance Token,AGTUSDT,AGT,AGT,75758901.82839952,True,False,20,86.73663365012922,2026-04-09,93.38577046835897,113.98055922236887,399,2025-07-02,2026-08-04,56,0x5dbde81fce337ff4bcaaee4ca3466c00aecae274,0.014789,0.014789,0.015151780790018872,1.0245304476312713,Alpha
192.7800335840744,Dolomite,DOLOUSDT,DOLO,DOLO,5758522.042938877,True,False,18,118.13126040594432,2026-01-12,72.05739299610894,86.87469044081229,399,2025-07-02,2026-08-04,1,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,0.02193,0.02193,0.022352472859492906,1.0192646082760102,Token Volume Surging
192.50957789770058,StakeStone,STOUSDT,STO,STO,19725045.887022477,True,False,34,439.56661415505073,2026-04-02,50.21100815005024,906.7741761501537,399,2025-07-02,2026-08-04,56,0xdaf1695c41327b61b9b9965ac6a5843a3198cf07,0.04103,0.04103,0.03914813875298508,1.0480702609870929,TGE
191.36263411859284,Comedian,BANUSDT,BAN,BAN,70436651.90349506,True,True,16,44.67384870744419,2026-03-18,65.92142520056629,197.98422436459248,399,2025-07-02,2026-08-04,CT_501,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,0.07397,0.07397,0.07318685814949635,1.0107005802722662,Pumpfun|Community Recognized
191.27677406065376,Bedrock,BRUSDT,BR,BR,144060905.6156741,True,False,38,744.3862209169787,2026-03-22,72.91269258987528,302.8978978978979,399,2025-07-02,2026-08-04,56,0xff7d6a96ae471bbcd7713af9cb1feeb16cf56b41,0.14317,0.14317,0.14406090588685702,1.0062227134655097,Alpha
191.21449487385928,PIXEL,PIXELUSDT,PIXEL,PIXEL,11053793.96852149,True,False,14,1390.6694251346544,2026-03-11,62.57918552036197,107.33879586747418,399,2025-07-02,2026-08-04,BN_2020,0x7eae20d11ef8c779433eb24503def900b9d28ad7,0.004084,0.004084,0.00411458279401135,1.0074884412368634,
190.9572296072197,Solv,SOLVUSDT,SOLV,SOLV,18708631.34112456,True,False,22,145.0327116946483,2026-04-02,44.0629839958699,148.67233138608606,399,2025-07-02,2026-08-04,56,0xabe8e5cabe24cb36df9540088fd7ce1175b9bc52,0.002328,0.002328,0.002227218026046681,1.0452501608619824,Token Volume Plunging|Community Recognized
190.45652512881497,PORTAL,PORTALUSDT,PORTAL,PORTAL,10914725.504078442,True,False,25,344.8382565667353,2026-06-01,33.77463054187192,172.53829321663022,399,2025-07-02,2026-08-04,1,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,0.0104,0.0104,0.010914725504078442,1.0494928369306196,
189.90161153775375,Unibase,UBUSDT,UB,UB,264475817.51808265,True,False,21,120.06158874732921,2026-05-01,84.26425550532299,135.98443579766538,327,2025-09-12,2026-08-04,56,0x40b8129b786d766267a7a118cf8c07e31cdb6fde,0.12485,0.12485,0.1359680703886599,1.0890514248190621,Alpha|DEX Paid
189.16336785200218,Dogs,DOGSUSDT,DOGS,DOGS,19013178.025690567,True,False,19,548.6558964504736,2026-05-05,63.28745367919535,105.04648074369189,399,2025-07-02,2026-08-04,CT_607,UQCvxJy4eG8hyHBFsZ7eePxrRsUQSFE_jpptRAYBmcG_DLxX,3.483e-05,3.483e-05,3.487266896716403e-05,1.0012250636567335,
188.4877093506369,Melania Meme,MELANIAUSDT,MELANIA,MELANIA,75005352.46990055,True,True,13,49.33212475536171,2025-11-10,45.7968476357268,103.72010628875113,399,2025-07-02,2026-08-04,CT_501,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,0.07547,0.07547,0.0750056603099315,1.006190728648342,Community Recognized
187.43839064198318,Infinity Ground,AINUSDT,AIN,AIN,12634696.655398723,True,False,31,121.92103268849299,2026-03-10,50.516327100195355,105.36571589946347,391,2025-07-10,2026-08-04,56,0x9558a9254890b2a8b057a789f413631b9084f4a3,0.06804,0.06804,0.06818508718509834,1.0021323807333677,Alpha
187.12286402950272,API3,API3USDT,API3,API3,33743631.4215798,True,False,19,180.014631812263,2025-08-19,57.381776239907744,114.57322987390883,399,2025-07-02,2026-08-04,1,0x0b38210ea11411557c13457d4da7dc6ea731b88a,0.1893,0.1893,0.18989075250663512,1.0031207211127053,Token Volume Surging
186.94138718255698,Tutorial,TUTUSDT,TUT,TUT,20997900.84802848,True,False,22,144.08028666302764,2025-09-20,34.64297630964297,140.27386741745588,399,2025-07-02,2026-08-04,CT_501,54uUKttrQT2GBzLQdh4qB4rVyzLzYbopXG9Cbek2saeY,0.02157,0.02157,0.02099790084802848,1.0272455402143321,
184.94851372812354,Power Protocol,POWERUSDT,POWER,POWER,3827166.410409087,True,False,23,57.858601477676075,2026-02-10,46.896118183246884,67.13688610240334,242,2025-12-06,2026-08-04,56,0x9dc44ae5be187eca9e2a67e33f27a4c91cea1223,0.08373,0.08373,0.08597321217558733,1.0267910208478124,Alpha
184.4537587970022,VANRY,VANRYUSDT,VANRY,VANRY,7646333.421676319,True,False,19,536.3750058247837,2026-07-06,33.934042169760325,101.47269380241357,399,2025-07-02,2026-08-04,1,0x8de5b80a0c1b02fe4976851d030b36122dbb8624,0.003331,0.003331,0.003272816730516906,1.0177777352885582,Token Volume Plunging
183.66371860812407,INFINIT,INUSDT,IN,IN,3190381.1147094294,True,False,30,205.60033438108294,2026-01-23,35.46075085324234,73.41534255937128,363,2025-08-07,2026-08-04,56,0x61fac5f038515572d6f42d4bcb6b581642753d50,0.03242,0.03242,0.032736566233228216,1.0097645352630542,Alpha
183.6100211959401,Axie Infinity Shard,AXSUSDT,AXS,AXS,6084563.0918426085,True,False,21,175.2464949513736,2026-01-17,45.722937168811505,70.90768037238169,399,2025-07-02,2026-08-04,56,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,0.821,0.821,0.8415719654035251,1.0250572051200062,Token Volume Surging|Community Recognized
183.43451050256084,Lisk,LSKUSDT,LSK,LSK,28990840.33130346,True,False,15,671.2335414879124,2025-11-11,61.121951219512205,80.23426061493413,399,2025-07-02,2026-08-04,1,0x6033f7f88332b8db6ad452b7c6d5bb643990ae3f,0.07189,0.07189,0.07247710082825864,1.0081666550042934,
183.10669355528745,Hyperlane,HYPERUSDT,HYPER,HYPER,10829817.640862448,True,False,11,365.4920688039067,2026-04-25,59.83430500153422,84.05410944865753,399,2025-07-02,2026-08-04,56,0xc9d23ed2adb0f551369946bd377f8644ce1ca5c4,0.05755,0.05755,0.05729327455376386,1.0044809002144786,Token Volume Surging|TGE
183.03524370612928,MYX Finance,MYXUSDT,MYX,MYX,78111129.42151834,True,False,32,85.88951452914763,2025-08-06,31.439908029826434,166.1662251005789,399,2025-07-02,2026-08-04,56,0xd82544bf0dfe8385ef8fa34d67e6e4940cc63e16,0.0792,0.0792,0.07811112942171014,1.0139400183603955,Alpha|DEX Paid
182.55621244149614,Walrus,WALUSDT,WAL,WAL,123575591.34986915,True,False,12,55.79339174483388,2025-10-10,35.89881593110872,584.6283783783783,399,2025-07-02,2026-08-04,CT_784,0x356a26eb9e012a68958082340d4c4116e7f55615cf27affcff209cf0ae544f59::wal::WAL,0.02463,0.02463,0.02471540142109004,1.0034673739784832,
182.41661289449422,Trusta.AI,TAUSDT,TA,TA,59350429.90552563,True,False,41,119.40379461646117,2025-09-02,25.14813523875914,244.89997308692924,380,2025-07-21,2026-08-04,56,0x539ae81a166e5e80aed211731563e549c411b140,0.06391,0.06391,0.06372973981777447,1.0028285096211118,Alpha
182.39066901857763,Resolv,RESOLVUSDT,RESOLV,RESOLV,16428559.57696543,True,False,35,80.18031953612451,2025-11-16,43.4913695635788,89.50434990821292,399,2025-07-02,2026-08-04,1,0x259338656198ec7a76c729514d3cb45dfbf768a1,0.01556,0.01556,0.016428559774999376,1.0558200369536874,Token Volume Surging
182.36042956420306,TAKE,TAKEUSDT,TAKE,TAKE,49361091.921750195,True,False,31,191.0026561844328,2026-02-12,57.74907749077494,91.02178812922614,336,2025-09-03,2026-08-04,CT_784,0x76a49ebaf991fa2d4cb6a352af14425d453fe2ba6802b5ed2361b227150b6689::take::TAKE,0.04622,0.04622,0.04936109192175019,1.0679595829024275,
182.29079920719636,Alchemist AI,ALCHUSDT,ALCH,ALCH,28242669.19031303,True,True,27,68.0989261423952,2025-10-04,13.665209420392044,84.4318181818182,399,2025-07-02,2026-08-04,CT_501,HNg5PYJmtqcmzXrv6S9zP1CDKk5BgDuyFBxbvNApump,0.02801,0.02801,0.028243993128421394,1.0083539139029416,Pumpfun|Alpha
181.6573295412889,Sign,SIGNUSDT,SIGN,SIGN,3302105.969884708,True,False,17,200.5508963585025,2026-03-06,37.16275021758051,57.999999999999986,399,2025-07-02,2026-08-04,56,0x868fced65edbf0056c4163515dd840e9f287a4c3,0.006621,0.006621,0.007078280485008288,1.069065169159989,Token Volume Surging|Community Recognized
181.6075381851794,XPL,XPLUSDT,XPL,XPL,210700030.43171763,True,False,13,58.54336352668965,2025-09-25,62.43803228676752,111.80251241600936,348,2025-08-22,2026-08-04,9745,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.0779,0.0779,0.07835951544981201,1.0058987862620283,Community Recognized
181.57155642619432,Phala,PHAUSDT,PHA,PHA,20668675.461287517,True,False,23,382.3024740506663,2026-03-03,47.82958199356913,82.13128038897892,399,2025-07-02,2026-08-04,1,0x6c5ba91642f10282b576d91922ae6448c9d52f4e,0.0202,0.0202,0.02066904735934068,1.0232201663039941,
181.00661046858087,Sahara AI,SAHARAUSDT,SAHARA,SAHARA,14970015.679249072,True,False,25,170.35671061236306,2026-02-27,46.89793195463643,72.44623655913978,399,2025-07-02,2026-08-04,56,0xfdffb411c4a70aa7c95d5c981a6fb4da867e1111,0.008006,0.008006,0.007338242980024055,1.0909968533058516,Community Recognized
180.44960208274014,OKZOO,AIOTUSDT,AIOT,AIOT,44712013.25904061,True,False,43,287.20215526288774,2026-04-03,13.344103392568663,160.64981949458485,399,2025-07-02,2026-08-04,56,0x55ad16bd573b3365f43a9daeb0cc66a73821b4a5,0.04424,0.04424,0.04471201325912025,1.0106693774665516,Alpha
180.25242628291275,Pieverse,PIEVERSEUSDT,PIEVERSE,PIEVERSE,70361825.13096008,True,False,13,663.8960098632924,2026-04-20,18.856612058773848,196.8960863697706,264,2025-11-14,2026-08-04,56,0x0e63b9c287e32a05e6b9ab8ee8df88a2760225a9,0.7957,0.7957,0.7755562839488445,1.0259732484515387,Alpha|DEX Paid
179.6676594759946,Wayfinder,PROMPTUSDT,PROMPT,PROMPT,16884251.399030145,True,False,29,398.14302566996224,2025-08-24,41.568791946308735,75.18897287683417,399,2025-07-02,2026-08-04,1,0x28d38df637db75533bd3f71426f3410a82041544,0.01988,0.01988,0.019952880126959827,1.0036660023621644,Alpha
179.6646218951816,SKYAI,SKYAIUSDT,SKYAI,SKYAI,60440557.3716276,True,False,41,282.9885511530491,2025-10-13,19.03685281483155,142.2604422604423,399,2025-07-02,2026-08-04,56,0x92aa03137385f18539301349dcfc9ebc923ffb10,0.05242,0.05242,0.06053838086994157,1.1548718212503162,Alpha
177.97322238013066,Naoris Protocol,NAORISUSDT,NAORIS,NAORIS,132007716.53430048,True,False,48,232.43244963046388,2026-01-21,18.48418756815703,170.90371621621622,370,2025-07-31,2026-08-04,1,0x1b379a79c91a540b2bcd612b4d713f31de1b80cc,0.03286,0.03286,0.03300192913357512,1.0043192067430042,
177.60835199640968,Dusk Network,DUSKUSDT,DUSK,DUSK,29632470.668171477,True,False,27,486.8279486973005,2026-01-19,30.6823174941937,92.63296993723156,399,2025-07-02,2026-08-04,1,0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,0.05889,0.05889,0.05926494133634295,1.0063668082245365,Token Volume Surging
177.51576020253304,Bounce Token,AUCTIONUSDT,AUCTION,AUCTION,22526653.9333385,True,False,14,133.209522070344,2026-01-25,48.76408938105594,55.528942115768466,399,2025-07-02,2026-08-04,1,0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,2.934,2.934,2.9506625734361642,1.005679132050499,Token Volume Plunging
177.42399150311462,Coin98,C98USDT,C98,C98,4663490.124391732,True,False,14,66.198133109098,2026-02-05,25.541125541125552,57.14285714285716,399,2025-07-02,2026-08-04,56,0xaec945e04baf28b135fa7c640f624f8d90f1c3a6,0.01239,0.01239,0.012357981279080492,1.0025909345706576,Community Recognized
176.90310417831734,Animecoin,ANIMEUSDT,ANIME,ANIME,11896055.865996093,True,False,15,145.53433628693824,2025-12-20,39.407540394973076,52.24982001439884,399,2025-07-02,2026-08-04,42161,0x37a645648df29205c6261289983fb04ecd70b4b3,0.002402,0.002402,0.002419566033918782,1.0073130865606919,
176.88490289768447,swarms,SWARMSUSDT,SWARMS,SWARMS,6922058.476615619,True,True,24,91.61076760729786,2026-04-08,5.951746201013064,28.679189469013465,399,2025-07-02,2026-08-04,CT_501,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,0.006851,0.006851,0.006922273567082943,1.0104033815622453,Pumpfun|Alpha
176.44952471095317,tokenbot,CLANKERUSDT,CLANKER,CLANKER,11905741.7176383,True,False,12,58.61440919678087,2026-01-31,34.62223352836429,57.22031963470322,266,2025-11-12,2026-08-04,8453,0x1bc0c42215582d5a085795f4badbac3ff36d1bcb,12.24,12.24,12.071394954079285,1.0139673208077529,Alpha|DEX Paid
176.04640892851438,Horizen,ZENUSDT,ZEN,ZEN,86101969.31687024,True,False,16,51.94448779152877,2025-10-10,4.83817427385892,201.61458333333337,399,2025-07-02,2026-08-04,8453,0xf43eb8de897fbc7f2502483b2bef7bb9ea179229,4.103,4.103,4.100094900888406,1.0007085443585622,Community Recognized|DEX Paid
175.44279099841057,Banana For Scale,BANANAS31USDT,BANANAS31,BANANAS31,70343847.24281839,True,True,26,306.31749927782505,2025-11-17,3.137146029983351,77.46228926353152,399,2025-07-02,2026-08-04,56,0x3d4f0513e8a29669b960f9dbca61861548a9a760,0.007101,0.007101,0.007073590161089107,1.003874954342375,Fourmeme|Community Recognized
175.4054768135005,Lombard,BARDUSDT,BARD,BARD,111565856.53749469,True,False,17,74.27489003414846,2026-03-05,56.20754716981131,66.1124694376528,321,2025-09-18,2026-08-04,1,0xf0db65d17e30a966c2ae6a21f6bba71cea6e9754,0.1125,0.1125,0.11156585653749468,1.0083730228180643,DEX Paid
174.61374832494147,KERNEL,KERNELUSDT,KERNEL,KERNEL,31368884.51430756,True,False,16,108.95210269151183,2026-03-31,35.30968766543143,66.27565982404693,399,2025-07-02,2026-08-04,1,0x3f80b1c54ae920be41a77f8b902259d48cf24ccf,0.0315,0.0315,0.031368884516232806,1.0041797942703172,
173.8368072940771,BOOK OF MEME,BOMEUSDT,BOME,BOME,39463021.88480696,True,True,10,55.980203047151555,2026-04-19,16.125101543460584,85.05389718076285,399,2025-07-02,2026-08-04,CT_501,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,0.0005772,0.0005772,0.000573033783713019,1.0072704549110276,Community Recognized
173.7600808333265,Hamster Kombat,HMSTRUSDT,HMSTR,HMSTR,17371249.55024793,True,False,26,98.12781185525648,2025-12-18,21.00202429149798,70.74168797953963,399,2025-07-02,2026-08-04,CT_607,UQAJ8uWd7EBqsmpSWaRdf_I-8R8-XHwh3gsNKhy-UrdrPZjt,0.000171,0.000171,0.00017371251299066535,1.0158626490682183,
173.68346517702952,AI Rig Complex,ARCUSDT,ARC,ARC,54335449.183956504,True,True,32,48.95092807980546,2025-11-25,4.95534428118698,70.70979335130278,399,2025-07-02,2026-08-04,CT_501,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,0.05316,0.05316,0.05433638690564638,1.022129174297336,Pumpfun|Alpha
173.15276593495526,ZK Coin,ZKCUSDT,ZKC,ZKC,39701079.74135234,True,False,13,89.18391407195006,2026-01-25,30.114135206321336,70.65120428189115,324,2025-09-15,2026-08-04,1,0x000006c2a22ff4a44ff1f5d0f2ed65f781f55555,0.03701,0.03701,0.037352926093819384,1.0092657685441606,Token Volume Plunging
171.65220896917657,Numeraire,NMRUSDT,NMR,NMR,93031712.06033239,True,False,15,800.88834420809,2025-08-27,32.62738258377978,76.18294261469869,399,2025-07-02,2026-08-04,1,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,8.685,8.685,8.753265474862495,1.0078601583031082,
171.5918416419854,Codatta XNY,XNYUSDT,XNY,XNY,18045500.297782395,True,False,21,289.1323582209528,2025-12-05,7.3593073593073655,79.90664120517717,357,2025-08-13,2026-08-04,56,0xe3225e11cab122f1a126a28997788e5230838ab9,0.007447,0.007447,0.0072182001191129575,1.0316976361297059,Alpha|DEX Paid
171.56975396161397,PARTI Token,PARTIUSDT,PARTI,PARTI,9351289.346431239,True,False,24,78.99689793106755,2025-11-13,20.420624151967427,42.76399897724368,399,2025-07-02,2026-08-04,8453,0x59264f02d301281f3393e1385c0aefd446eb0f00,0.02377,0.02377,0.02375632765031957,1.0005755245457832,Community Recognized
171.52670666287185,Bonfida,FIDAUSDT,FIDA,FIDA,17335679.370674457,True,False,18,257.76918393366117,2026-05-21,17.718587145338738,61.27744510978044,399,2025-07-02,2026-08-04,CT_501,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,0.01688,0.01688,0.017494694947388735,1.0364155774519392,Community Recognized
171.5151907043562,Cetus Protocol,CETUSUSDT,CETUS,CETUS,17712842.52327325,True,False,12,52.10007365862604,2026-03-30,16.59388646288209,63.57370095440085,399,2025-07-02,2026-08-04,CT_784,0x06864a6f921804860930db6ddbe2e16acdf8504495ea7481637a1c8b9a8fe54b::cetus::CETUS,0.01773,0.01773,0.017712842523273247,1.0009686461506226,
171.38382946482542,Zora,ZORAUSDT,ZORA,ZORA,58737912.30005169,True,False,17,69.20443067498935,2026-02-01,16.43340857787812,90.73236889692583,376,2025-07-25,2026-08-04,8453,0x1111111111166b7fe7bd91427724b487980afc69,0.005625,0.005625,0.005873797980223998,1.044230752039822,Token Volume Surging|Alpha|DEX Paid
170.69688284107002,Hana Network,HANAUSDT,HANA,HANA,32078149.5631511,True,False,26,91.70505115425567,2026-01-22,11.567664135774901,80.25114155251138,313,2025-09-26,2026-08-04,56,0x6261963ebe9ff014aad10ecc3b0238d4d04e8353,0.03241,0.03241,0.03207814957438567,1.0103450613585052,Alpha
170.3384567232881,Token Prometeus Network,PROMUSDT,PROM,PROM,37749055.873733,True,False,27,160.75669859685937,2026-07-20,21.227301189730753,65.53273427471117,399,2025-07-02,2026-08-04,1,0xfc82bb4ba86045af6f327323a46e80412b91b27d,1.9,1.9,1.9609899155267871,1.0320999555404142,
170.31706334981612,jelly-my-jelly,JELLYJELLYUSDT,JELLYJELLY,JELLYJELLY,55673709.59310551,True,False,45,135.89439522269228,2025-09-03,33.497018589968405,53.940266282835545,399,2025-07-02,2026-08-04,CT_501,FeR8VBqNRSUD5NtXAj2n3j1dAHkZHfyDktKuLXD4pump,0.05529,0.05529,0.055675572599964786,1.0069736408024017,Alpha|DEX Paid
169.53043487090676,SKALE,SKLUSDT,SKL,SKL,23379153.751902163,True,False,25,393.15822012634186,2026-07-10,17.96610169491524,54.4837980406933,399,2025-07-02,2026-08-04,1,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,0.003612,0.003612,0.0036790287056924845,1.0185572274896135,Token Volume Plunging
169.20429845811236,Blur,BLURUSDT,BLUR,BLUR,40065158.69135749,True,False,13,184.20105013204662,2026-04-01,28.62088863242931,47.028274668205405,399,2025-07-02,2026-08-04,1,0x5283d291dbcf85356a21ba090e6db59121208b44,0.01353,0.01353,0.013355103469216123,1.0130958574141353,Token Volume Plunging
169.20038601705937,Enjin Coin,ENJUSDT,ENJ,ENJ,17317902.688167527,True,False,20,249.9557554342115,2026-03-18,16.731898238747544,47.38935852809547,399,2025-07-02,2026-08-04,1,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,0.02445,0.02445,0.030590842790919264,1.251159214352526,
168.97430066389884,Verge,XVGUSDT,XVG,XVG,19201998.80893301,True,False,21,65.17506185699868,2025-10-03,13.580377999575266,53.526717557251914,399,2025-07-02,2026-08-04,CT_501,H1pR8fiLYuzvZ44q8URZz1binj2XNKTh4jUgjYJ9NzyR,0.001959,0.001959,0.0019201998810853206,1.0202062916974814,
168.90455958452293,AriaAI,ARIAUSDT,ARIA,ARIA,27273292.936030377,True,False,24,130.59517720883034,2026-03-10,21.308393646019375,48.30927835051544,336,2025-09-03,2026-08-04,56,0x5d3a12c42e5372b2cc3264ab3cdcf660a1555238,0.02701,0.02701,0.027273292952705714,1.0097479804778124,Alpha
168.81398409943972,CARV,CARVUSDT,CARV,CARV,4615101.909819923,True,False,13,47.98615132753672,2026-06-26,21.24784358826912,33.50800582241631,363,2025-08-07,2026-08-04,42161,0xc08cd26474722ce93f4d0c34d16201461c10aa8c,0.02657,0.02657,0.02671743268011577,1.005548840049521,
168.65597325391647,Home,HOMEUSDT,HOME,HOME,34883077.07207504,True,False,27,56.94302541611426,2026-06-01,20.838995871689026,53.13448365559701,399,2025-07-02,2026-08-04,CT_501,J3umBWqhSjd13sag1E1aUojViWvPYA5dFNyqpKuX3WXj,0.008866,0.008866,0.010211174839015135,1.1517228557427401,Community Recognized
