rank,symbol,base_asset,project_name,chain,external_chain_id,contract_address,candidate_score,market_cap_usd,is_meme,event_count,max_volume_ratio,server_kline_available,server_kline_date,pg_state,pg_membership_status,pg_holder_count,pg_relationship_count,pg_transfer_member_count,pg_transfer_event_count
17,TAIKOUSDT,TAIKO,Taiko,eth,1,0x10dea67478c5f8c5e2d90e5e9b26dbe60c54d800,193.48634669883867,69739329.62442136,False,18,963.7988468337348,True,2026-08-03,pg_ready,success,300,75,76,9793
18,AGTUSDT,AGT,Alaya Governance Token,bsc,56,0x5dbde81fce337ff4bcaaee4ca3466c00aecae274,193.22502717278795,75758901.82839952,False,20,86.73663365012922,True,2026-08-03,pg_ready,success,300,181,209,4402
19,DOLOUSDT,DOLO,Dolomite,eth,1,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,192.7800335840744,5758522.042938877,False,18,118.13126040594432,True,2026-08-03,pg_ready,success,300,179,119,4441
20,STOUSDT,STO,StakeStone,bsc,56,0xdaf1695c41327b61b9b9965ac6a5843a3198cf07,192.50957789770058,19725045.887022477,False,34,439.56661415505073,True,2026-08-03,pg_ready,success,300,237,167,3000
21,BANUSDT,BAN,Comedian,solana,CT_501,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,191.36263411859284,70436651.90349506,True,16,44.67384870744419,True,2026-08-03,pg_ready,success,300,177,171,1440
22,BRUSDT,BR,Bedrock,bsc,56,0xff7d6a96ae471bbcd7713af9cb1feeb16cf56b41,191.27677406065376,144060905.6156741,False,38,744.3862209169787,True,2026-08-03,pg_ready,success,300,235,131,6287
23,PIXELUSDT,PIXEL,PIXEL,ronin,BN_2020,0x7eae20d11ef8c779433eb24503def900b9d28ad7,191.21449487385928,11053793.96852149,False,14,1390.6694251346544,True,2026-08-03,pg_chain_not_present,,,,,
24,SOLVUSDT,SOLV,Solv,bsc,56,0xabe8e5cabe24cb36df9540088fd7ce1175b9bc52,190.9572296072197,18708631.34112456,False,22,145.0327116946483,True,2026-08-03,pg_ready,success,300,215,140,4502
25,PORTALUSDT,PORTAL,PORTAL,eth,1,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,190.45652512881497,10914725.504078442,False,25,344.8382565667353,True,2026-08-03,pg_ready,success,300,320,172,6904
26,UBUSDT,UB,Unibase,bsc,56,0x40b8129b786d766267a7a118cf8c07e31cdb6fde,189.90161153775375,264475817.51808265,False,21,120.06158874732921,True,2026-08-03,pg_ready,success,300,46,34,419
27,DOGSUSDT,DOGS,Dogs,ton,CT_607,UQCvxJy4eG8hyHBFsZ7eePxrRsUQSFE_jpptRAYBmcG_DLxX,189.16336785200218,19013178.025690567,False,19,548.6558964504736,True,2026-08-03,pg_missing,,,,,
28,MELANIAUSDT,MELANIA,Melania Meme,solana,CT_501,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,188.4877093506369,75005352.46990055,True,13,49.33212475536171,True,2026-08-03,pg_ready,success,300,364,164,3192
29,AINUSDT,AIN,Infinity Ground,bsc,56,0x9558a9254890b2a8b057a789f413631b9084f4a3,187.43839064198318,12634696.655398723,False,31,121.92103268849299,True,2026-08-03,pg_missing,,,,,
30,API3USDT,API3,API3,eth,1,0x0b38210ea11411557c13457d4da7dc6ea731b88a,187.12286402950272,33743631.4215798,False,19,180.014631812263,True,2026-08-03,pg_ready,success,300,305,138,20703
31,TUTUSDT,TUT,Tutorial,solana,CT_501,54uUKttrQT2GBzLQdh4qB4rVyzLzYbopXG9Cbek2saeY,186.94138718255698,20997900.84802848,False,22,144.08028666302764,True,2026-08-03,pg_missing,,,,,
32,POWERUSDT,POWER,Power Protocol,bsc,56,0x9dc44ae5be187eca9e2a67e33f27a4c91cea1223,184.94851372812354,3827166.410409087,False,23,57.858601477676075,True,2026-08-03,pg_ready,success,300,236,140,6801
33,VANRYUSDT,VANRY,VANRY,eth,1,0x8de5b80a0c1b02fe4976851d030b36122dbb8624,184.4537587970022,7646333.421676319,False,19,536.3750058247837,True,2026-08-03,pg_ready,success,300,228,137,2649
34,INUSDT,IN,INFINIT,bsc,56,0x61fac5f038515572d6f42d4bcb6b581642753d50,183.66371860812407,3190381.1147094294,False,30,205.60033438108294,True,2026-08-03,pg_ready,success,300,209,123,4525
35,AXSUSDT,AXS,Axie Infinity Shard,bsc,56,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,183.6100211959401,6084563.0918426085,False,21,175.2464949513736,True,2026-08-03,pg_ready,success,300,336,195,2374
36,LSKUSDT,LSK,Lisk,eth,1,0x6033f7f88332b8db6ad452b7c6d5bb643990ae3f,183.43451050256084,28990840.33130346,False,15,671.2335414879124,True,2026-08-03,pg_ready,success,300,261,177,7897
37,HYPERUSDT,HYPER,Hyperlane,bsc,56,0xc9d23ed2adb0f551369946bd377f8644ce1ca5c4,183.10669355528745,10829817.640862448,False,11,365.4920688039067,True,2026-08-03,pg_ready,success,300,187,160,4221
38,MYXUSDT,MYX,MYX Finance,bsc,56,0xd82544bf0dfe8385ef8fa34d67e6e4940cc63e16,183.03524370612928,78111129.42151834,False,32,85.88951452914763,True,2026-08-03,pg_ready,success,300,263,147,5884
39,WALUSDT,WAL,Walrus,sui,CT_784,0x356a26eb9e012a68958082340d4c4116e7f55615cf27affcff209cf0ae544f59::wal::wal,182.55621244149614,123575591.34986915,False,12,55.79339174483388,True,2026-08-03,pg_chain_not_present,,,,,
40,TAUSDT,TA,Trusta.AI,bsc,56,0x539ae81a166e5e80aed211731563e549c411b140,182.41661289449422,59350429.90552563,False,41,119.40379461646117,True,2026-08-03,pg_ready,success,300,158,111,2408
41,RESOLVUSDT,RESOLV,Resolv,eth,1,0x259338656198ec7a76c729514d3cb45dfbf768a1,182.39066901857763,16428559.57696543,False,35,80.18031953612451,True,2026-08-03,pg_ready,success,300,293,148,6873
42,TAKEUSDT,TAKE,TAKE,sui,CT_784,0x76a49ebaf991fa2d4cb6a352af14425d453fe2ba6802b5ed2361b227150b6689::take::take,182.36042956420306,49361091.921750195,False,31,191.0026561844328,True,2026-08-03,pg_chain_not_present,,,,,
43,ALCHUSDT,ALCH,Alchemist AI,solana,CT_501,HNg5PYJmtqcmzXrv6S9zP1CDKk5BgDuyFBxbvNApump,182.29079920719636,28242669.19031303,True,27,68.0989261423952,True,2026-08-03,pg_ready,success,300,293,157,2016
44,SIGNUSDT,SIGN,Sign,bsc,56,0x868fced65edbf0056c4163515dd840e9f287a4c3,181.6573295412889,3302105.969884708,False,17,200.5508963585025,True,2026-08-03,pg_ready,success,300,213,138,2796
45,XPLUSDT,XPL,XPL,plasma,9745,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,181.6075381851794,210700030.43171763,False,13,58.54336352668965,True,2026-08-03,pg_chain_not_present,,,,,
46,PHAUSDT,PHA,Phala,eth,1,0x6c5ba91642f10282b576d91922ae6448c9d52f4e,181.57155642619432,20668675.461287517,False,23,382.3024740506663,True,2026-08-03,pg_ready,success,300,297,151,10702
47,SAHARAUSDT,SAHARA,Sahara AI,bsc,56,0xfdffb411c4a70aa7c95d5c981a6fb4da867e1111,181.00661046858087,14970015.679249072,False,25,170.35671061236306,True,2026-08-03,pg_ready,success,300,226,168,2004
48,AIOTUSDT,AIOT,OKZOO,bsc,56,0x55ad16bd573b3365f43a9daeb0cc66a73821b4a5,180.44960208274014,44712013.25904061,False,43,287.20215526288774,True,2026-08-03,pg_ready,success,300,485,234,19326
49,PIEVERSEUSDT,PIEVERSE,Pieverse,bsc,56,0x0e63b9c287e32a05e6b9ab8ee8df88a2760225a9,180.25242628291275,70361825.13096008,False,13,663.8960098632924,True,2026-08-03,pg_ready,success,300,220,139,2861
50,PROMPTUSDT,PROMPT,Wayfinder,eth,1,0x28d38df637db75533bd3f71426f3410a82041544,179.6676594759946,16884251.399030145,False,29,398.14302566996224,True,2026-08-03,pg_ready,success,300,232,167,3875
51,SKYAIUSDT,SKYAI,SKYAI,bsc,56,0x92aa03137385f18539301349dcfc9ebc923ffb10,179.6646218951816,60440557.3716276,False,41,282.9885511530491,True,2026-08-03,pg_ready,success,300,21,10,187
52,NAORISUSDT,NAORIS,Naoris Protocol,eth,1,0x1b379a79c91a540b2bcd612b4d713f31de1b80cc,177.97322238013066,132007716.53430048,False,48,232.43244963046388,True,2026-08-03,pg_ready,success,300,243,189,6132
53,DUSKUSDT,DUSK,Dusk Network,eth,1,0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,177.60835199640968,29632470.668171477,False,27,486.8279486973005,True,2026-08-03,pg_ready,success,300,384,170,4665
54,AUCTIONUSDT,AUCTION,Bounce Token,eth,1,0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,177.51576020253304,22526653.9333385,False,14,133.209522070344,True,2026-08-03,pg_ready,success,300,230,122,19128
55,C98USDT,C98,Coin98,bsc,56,0xaec945e04baf28b135fa7c640f624f8d90f1c3a6,177.42399150311462,4663490.124391732,False,14,66.198133109098,True,2026-08-03,pg_ready,success,300,311,178,3337
56,ANIMEUSDT,ANIME,Animecoin,arbitrum,42161,0x37a645648df29205c6261289983fb04ecd70b4b3,176.90310417831734,11896055.865996093,False,15,145.53433628693824,True,2026-08-03,pg_ready,success,300,244,196,3704
57,SWARMSUSDT,SWARMS,swarms,solana,CT_501,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,176.88490289768447,6922058.476615619,True,24,91.61076760729786,True,2026-08-03,pg_ready,success,300,432,180,4480
58,CLANKERUSDT,CLANKER,tokenbot,base,8453,0x1bc0c42215582d5a085795f4badbac3ff36d1bcb,176.44952471095317,11905741.7176383,False,12,58.61440919678087,True,2026-08-03,pg_missing,,,,,
59,ZENUSDT,ZEN,Horizen,base,8453,0xf43eb8de897fbc7f2502483b2bef7bb9ea179229,176.04640892851438,86101969.31687024,False,16,51.94448779152877,True,2026-08-03,pg_missing,,,,,
60,BANANAS31USDT,BANANAS31,Banana For Scale,bsc,56,0x3d4f0513e8a29669b960f9dbca61861548a9a760,175.44279099841057,70343847.24281839,True,26,306.31749927782505,True,2026-08-03,pg_ready,success,300,182,162,449
61,BARDUSDT,BARD,Lombard,eth,1,0xf0db65d17e30a966c2ae6a21f6bba71cea6e9754,175.4054768135005,111565856.53749469,False,17,74.27489003414846,True,2026-08-03,pg_ready,success,300,310,148,21745
62,KERNELUSDT,KERNEL,KERNEL,eth,1,0x3f80b1c54ae920be41a77f8b902259d48cf24ccf,174.61374832494147,31368884.51430756,False,16,108.95210269151183,True,2026-08-03,pg_ready,success,300,248,147,11783
63,BOMEUSDT,BOME,BOOK OF MEME,solana,CT_501,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,173.8368072940771,39463021.88480696,True,10,55.980203047151555,True,2026-08-03,pg_ready,success,300,218,137,2557
64,HMSTRUSDT,HMSTR,Hamster Kombat,ton,CT_607,UQAJ8uWd7EBqsmpSWaRdf_I-8R8-XHwh3gsNKhy-UrdrPZjt,173.7600808333265,17371249.55024793,False,26,98.12781185525648,True,2026-08-03,pg_missing,,,,,
65,ARCUSDT,ARC,AI Rig Complex,solana,CT_501,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,173.68346517702952,54335449.183956504,True,32,48.95092807980546,True,2026-08-03,pg_missing,,,,,
66,ZKCUSDT,ZKC,ZK Coin,eth,1,0x000006c2a22ff4a44ff1f5d0f2ed65f781f55555,173.15276593495526,39701079.74135234,False,13,89.18391407195006,True,2026-08-03,pg_ready,success,300,256,147,14464
67,NMRUSDT,NMR,Numeraire,eth,1,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,171.65220896917657,93031712.06033239,False,15,800.88834420809,True,2026-08-03,pg_ready,success,300,417,154,53684
68,XNYUSDT,XNY,Codatta XNY,bsc,56,0xe3225e11cab122f1a126a28997788e5230838ab9,171.5918416419854,18045500.297782395,False,21,289.1323582209528,True,2026-08-03,pg_ready,success,300,88,50,1991
69,PARTIUSDT,PARTI,PARTI Token,base,8453,0x59264f02d301281f3393e1385c0aefd446eb0f00,171.56975396161397,9351289.346431239,False,24,78.99689793106755,True,2026-08-03,pg_ready,success,300,49,38,1074
70,FIDAUSDT,FIDA,Bonfida,solana,CT_501,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,171.52670666287185,17335679.370674457,False,18,257.76918393366117,True,2026-08-03,pg_ready,success,300,271,144,6636
71,CETUSUSDT,CETUS,Cetus Protocol,sui,CT_784,0x06864a6f921804860930db6ddbe2e16acdf8504495ea7481637a1c8b9a8fe54b::cetus::cetus,171.5151907043562,17712842.52327325,False,12,52.10007365862604,True,2026-08-03,pg_chain_not_present,,,,,
72,ZORAUSDT,ZORA,Zora,base,8453,0x1111111111166b7fe7bd91427724b487980afc69,171.38382946482542,58737912.30005169,False,17,69.20443067498935,True,2026-08-03,pg_ready,success,300,321,181,12709
73,HANAUSDT,HANA,Hana Network,bsc,56,0x6261963ebe9ff014aad10ecc3b0238d4d04e8353,170.69688284107002,32078149.5631511,False,26,91.70505115425567,True,2026-08-03,pg_missing,,,,,
74,PROMUSDT,PROM,Token Prometeus Network,eth,1,0xfc82bb4ba86045af6f327323a46e80412b91b27d,170.3384567232881,37749055.873733,False,27,160.75669859685937,True,2026-08-03,pg_ready,success,300,80,70,3443
75,JELLYJELLYUSDT,JELLYJELLY,jelly-my-jelly,solana,CT_501,FeR8VBqNRSUD5NtXAj2n3j1dAHkZHfyDktKuLXD4pump,170.31706334981612,55673709.59310551,False,45,135.89439522269228,True,2026-08-03,pg_ready,success,300,365,148,5857
76,SKLUSDT,SKL,SKALE,eth,1,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,169.53043487090676,23379153.751902163,False,25,393.15822012634186,True,2026-08-03,pg_ready,success,300,202,105,6574
77,BLURUSDT,BLUR,Blur,eth,1,0x5283d291dbcf85356a21ba090e6db59121208b44,169.20429845811236,40065158.69135749,False,13,184.20105013204662,True,2026-08-03,pg_ready,success,300,213,123,4910
78,ENJUSDT,ENJ,Enjin Coin,eth,1,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,169.20038601705937,17317902.688167527,False,20,249.9557554342115,True,2026-08-03,pg_ready,success,300,111,72,1845
79,XVGUSDT,XVG,Verge,solana,CT_501,H1pR8fiLYuzvZ44q8URZz1binj2XNKTh4jUgjYJ9NzyR,168.97430066389884,19201998.80893301,False,21,65.17506185699868,True,2026-08-03,pg_missing,,,,,
80,ARIAUSDT,ARIA,AriaAI,bsc,56,0x5d3a12c42e5372b2cc3264ab3cdcf660a1555238,168.90455958452293,27273292.936030377,False,24,130.59517720883034,True,2026-08-03,pg_missing,,,,,
81,CARVUSDT,CARV,CARV,arbitrum,42161,0xc08cd26474722ce93f4d0c34d16201461c10aa8c,168.81398409943972,4615101.909819923,False,13,47.98615132753672,True,2026-08-03,pg_ready,success,300,208,196,9559
82,HOMEUSDT,HOME,Home,solana,CT_501,J3umBWqhSjd13sag1E1aUojViWvPYA5dFNyqpKuX3WXj,168.65597325391647,34883077.07207504,False,27,56.94302541611426,True,2026-08-03,pg_ready,success,300,181,142,1051
83,DIAUSDT,DIA,DIAToken,eth,1,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,168.5130314079755,18610146.070769064,False,18,324.6984744503605,True,2026-08-03,pg_missing,,,,,
84,BANDUSDT,BAND,BandToken,eth,1,0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,168.35018421748333,15345378.062048186,False,10,53.41034297950986,True,2026-08-03,pg_ready,success,300,232,135,3994
85,DRIFTUSDT,DRIFT,Drift,solana,CT_501,DriFtupJYLTosbwoN8koMbEYSx54aFAVLddWsbksjwg7,168.20603919000573,12103088.876466826,False,28,111.05457150566984,True,2026-08-03,pg_ready,success,300,322,135,19372
86,SONICUSDT,SONIC,Sonic SVM,solana,CT_501,SonicxvLud67EceaEzCLRnMTBqzYUUYNr93DBkBdDES,168.0477765256775,43208103.0020819,False,15,57.28857699493085,True,2026-08-03,pg_missing,,,,,
87,SLPUSDT,SLP,Smooth Love Potion,eth,1,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,167.39923716462985,8824004.742032005,False,16,86.84447165207075,True,2026-08-03,pg_ready,success,300,256,150,1055
88,ORCAUSDT,ORCA,Orca,solana,CT_501,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,166.85627148860976,81280830.07869595,False,22,541.7392320806949,True,2026-08-03,pg_ready,success,300,406,126,4753
89,FLOCKUSDT,FLOCK,FLock.io,base,8453,0x5ab3d4c385b400f3abb49e80de2faf6a88a7b691,166.77873555735346,12030660.858276678,False,15,78.81198428691064,True,2026-08-03,pg_ready,success,300,608,171,43364
90,XPINUSDT,XPIN,XPIN Network,bsc,56,0xd955c9ba56fb1ab30e34766e252a97ccce3d31a6,166.67110855991422,9138716.663182832,False,23,102.43767563694612,True,2026-08-03,pg_ready,success,300,226,169,6365
91,BIOUSDT,BIO,BIO,eth,1,0xcb1592591996765ec0efc1f92599a19767ee5ffa,166.30950041461412,72399834.7102127,False,30,133.76043569185234,True,2026-08-03,pg_ready,success,300,278,130,11507
92,ZKUSDT,ZK,ZKsync,zksync,324,0x5a7d6b2f92c77fad6ccabd7ee0624e64907eaf3e,166.24666349247187,116159043.13650657,False,16,128.56534528160213,True,2026-08-03,pg_chain_not_present,,,,,
93,GIGGLEUSDT,GIGGLE,Giggle Fund,bsc,56,0x20d6015660b3fe52e6690a889b5c51f69902ce0e,166.20162339689503,32906287.801813085,False,13,111.52866501691355,True,2026-08-03,pg_ready,success,300,365,163,2257
94,EULUSDT,EUL,Euler Finance,eth,1,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,165.75811665321,38775730.660896555,False,19,860.27151527134,True,2026-08-03,pg_ready,success,300,231,124,6666
95,AGLDUSDT,AGLD,Adventure Gold,eth,1,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,165.63807613574625,13882591.138998277,False,20,382.1705626084651,True,2026-08-03,pg_ready,success,300,170,106,8812
96,EPICUSDT,EPIC,Epic Chain,eth,1,0x94314a14df63779c99c0764a30e0cd22fa78fc0e,165.4869042139196,37982382.6340014,False,24,68.38573094553749,True,2026-08-03,pg_ready,success,300,207,133,1240
97,ASRUSDT,ASR,AS Roma Fan Token,solana,CT_501,H4YrzxkjQZFUVxKi9NDp9sJnHUrzWWH71TtjkiC3xdSY,165.35701673282182,100773639.44328906,False,12,128.75101622919303,True,2026-08-03,pg_missing,,,,,
98,LUMIAUSDT,LUMIA,Lumia Token,eth,1,0xd9343a049d5dbd89cd19dc6bca8c48fb3a0a42a7,165.13866613129608,18294000.432770785,False,25,181.9664235652212,True,2026-08-03,pg_ready,success,300,129,115,1878
99,RPLUSDT,RPL,Rocket Pool Protocol,eth,1,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,164.64238427238047,34840405.488486394,False,13,324.2216631670955,True,2026-08-03,pg_ready,success,300,425,177,14304
100,APEUSDT,APE,ApeCoin,eth,1,0x4d224452801aced8b2f0aebe155379bb5d594381,164.63410602879136,131142268.55111876,False,5,141.9239646016888,True,2026-08-03,pg_ready,success,300,176,92,4141
101,TRUTHUSDT,TRUTH,Swarm Network,sui,CT_784,0x0a48f85a3905cfa49a652bdb074d9e9fabad27892d54afaa5c9e0adeb7ac3cdf::swarm_network_token::swarm_network_token,164.63108970530135,127351558.77518728,False,24,226.7888751550486,True,2026-08-03,pg_chain_not_present,,,,,
102,ZKPUSDT,ZKP,zkPass,bsc,56,0xd89b7dd376e671c124352267516bef1c2cc231a3,164.5166336283486,3707221.313667091,False,9,100.09041576852545,True,2026-08-03,pg_missing,,,,,
103,REDUSDT,RED,Redstone,eth,1,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,164.36780804507325,51679410.642369896,False,15,465.1877444507719,True,2026-08-03,pg_ready,success,300,271,159,15220
104,MANTAUSDT,MANTA,Manta,manta,169,0x95cef13441be50d20ca4558cc0a27b601ac544e5,164.2899773732312,59219522.823041156,False,11,112.78133662729039,True,2026-08-03,pg_chain_not_present,,,,,
105,MMTUSDT,MMT,MMT,sui,CT_784,0x35169bc93e1fddfcf3a82a9eae726d349689ed59e4b065369af8789fe59f8608::mmt::mmt,164.00375683028767,154197811.90575188,False,22,102.12767755930743,True,2026-08-03,pg_chain_not_present,,,,,
106,STORJUSDT,STORJ,StorjToken,eth,1,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,163.9881355620071,19049651.1051175,False,17,265.6839433688073,True,2026-08-03,pg_ready,success,300,178,97,18971
107,REZUSDT,REZ,Renzo,eth,1,0x3b50805453023a91a8bf641e279401a0b23fa6f9,163.7966327110171,24772678.127163887,False,10,108.66654820655575,True,2026-08-03,pg_ready,success,300,242,150,9084
108,IDUSDT,ID,SPACE ID,eth,1,0x2dff88a56767223a5529ea5960da7a3f5f766406,163.7593089853511,50092043.56303765,False,16,199.56014109768972,True,2026-08-03,pg_ready,success,300,254,159,6856
109,OGNUSDT,OGN,OriginToken,eth,1,0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,163.60078892430158,22218814.321328074,False,17,87.69480481255957,True,2026-08-03,pg_ready,success,300,350,139,15357
110,FLUIDUSDT,FLUID,Fluid,eth,1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,163.38600472207122,124409034.377097,False,14,131.363573055788,True,2026-08-03,pg_ready,success,300,191,104,10060
111,BANANAUSDT,BANANA,Banana,eth,1,0x38e68a37e401f7271568cecaac63c6b1e19130b4,162.4486877769221,28773270.211946853,False,17,83.26966274108793,True,2026-08-03,pg_missing,,,,,
112,1000CHEEMSUSDT,1000CHEEMS,Cheems,bsc,56,0x0df0587216a4a1bb7d5082fdc491d93d2dd4b413,161.78621650633272,104440737.79248282,False,9,104.3492891942066,True,2026-08-03,pg_missing,,,,,
113,EDUUSDT,EDU,EDU Coin,bsc,56,0xbdeae1ca48894a1759a8374d63925f21f2ee2639,161.6792674305997,32280029.272677604,False,14,79.90405916803955,True,2026-08-03,pg_ready,success,300,264,171,7152
114,HOLOUSDT,HOLO,Holoworld AI,solana,CT_501,69RX85eQoEsnZvXGmLNjYcWgVkp9r2JjahVm99KbJETU,161.42159131947892,70311446.84207223,False,11,105.62267736357823,True,2026-08-03,pg_ready,success,300,43,23,462
115,SXTUSDT,SXT,Space and Time,eth,1,0xe6bfd33f52d82ccb5b37e16d3dd81f9ffdabb195,160.7359757638678,34302316.15378433,False,10,96.22342810761533,True,2026-08-03,pg_ready,success,300,129,123,8409
116,MOODENGUSDT,MOODENG,Moo Deng,solana,CT_501,ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,160.64298631034168,37229071.655452974,False,11,50.1793511088933,True,2026-08-03,pg_ready,success,300,321,133,17118
117,AEVOUSDT,AEVO,Aevo,eth,1,0xb528edbef013aff855ac3c50b381f253af13b997,160.55493608551396,17272569.23083612,False,11,60.12947085274708,True,2026-08-03,pg_ready,success,300,350,168,4285
118,FLUXUSDT,FLUX,Flux,base,8453,0xb008bdcf9cdff9da684a190941dc3dca8c2cdd44,160.3917971078823,17298415.923207026,False,9,358.162969742168,True,2026-08-03,pg_missing,,,,,
119,RECALLUSDT,RECALL,Recall,base,8453,0x1f16e03c1a5908818f47f6ee7bb16690b40d0671,159.89184748883247,39671950.82844625,False,18,65.53034379112556,True,2026-08-03,pg_ready,success,300,221,152,10514
120,ICNTUSDT,ICNT,Impossible Cloud Network,base,8453,0xe0cd4cacddcbf4f36e845407ce53e87717b6601d,159.76464554448742,72465462.68723114,False,25,87.71118758044912,True,2026-08-03,pg_ready,success,300,238,150,5446
